node1,node2,flow,degree,class
62,3143,0.0234375,232,0
62,4377,0.01171875,235,0
62,5708,0.02734375,232,0
62,5834,0.0078125,242,0
62,5864,0.02734375,238,0
17,64,-0.0311284046692607,56,1
64,520,0.0233463035019455,63,1
64,833,0.0272373540856031,67,1
64,1149,0.0817120622568093,60,1
64,1770,0.0778210116731517,76,1
64,1772,0.046692607003891,74,1
64,2118,0.0155642023346303,53,1
64,2941,0.0389105058365758,63,1
64,2943,0.0194552529182879,76,1
64,2944,0.046692607003891,70,1
64,3237,0.0739299610894941,48,1
64,4208,0.0233463035019455,50,1
64,4964,0.0116731517509727,42,1
64,5021,0.0428015564202334,59,1
64,5024,0.159533073929961,68,1
64,5087,0.0817120622568093,81,1
64,5089,0.0311284046692607,71,1
64,5931,0.0038910505836575,66,1
64,5934,0.0116731517509727,73,1
64,6108,0.0583657587548638,66,1
65,1255,0.0546875,45,1
65,2251,0.18359375,47,1
65,3204,0.00390625,53,1
65,5567,0.0234375,52,1
65,5568,0.3671875,40,1
65,5990,0.0390625,47,1
65,6010,0.08203125,31,1
65,6028,0.01171875,49,1
65,6041,0.234375,34,1
66,1413,0.0392156862745098,17,1
66,2606,-0.1411764705882353,19,1
66,2610,-0.0738357843137254,21,1
66,4103,0.2313725490196078,19,1
66,4105,0.3607843137254902,20,1
66,5529,0.0352941176470588,19,1
68,2378,0.0972762645914396,43,1
68,5353,0.7976653696498055,31,1
68,5364,0.1050583657587548,32,1
69,1440,0.0106382978723404,54,1
69,2081,0.0106382978723404,81,1
69,5199,0.0212765957446808,242,0
70,1175,0.0313725490196078,83,1
70,2380,0.0705882352941176,87,1
70,5333,0.3803921568627451,82,1
71,769,0.4743083003952569,21,1
71,2382,0.0197628458498023,22,1
71,2683,0.0830039525691699,22,1
71,3943,0.0276679841897233,22,1
71,3944,0.2924901185770751,22,1
71,6087,0.0158102766798418,20,1
71,6088,0.0869565217391304,22,1
72,1452,0.245136186770428,24,1
72,2347,-0.2402949959279703,18,1
72,2385,0.1556420233463035,22,1
72,3201,0.0350194552529182,21,1
72,4080,0.0077821011673151,30,1
72,5908,0.2373084873540856,18,1
72,5976,0.11284046692607,19,1
72,5978,-0.3311682343209045,29,1
73,412,0.054054054054054,35,1
73,1650,0.1274131274131274,31,1
73,1909,0.0424710424710424,25,1
73,2521,0.1853281853281853,33,1
73,3253,0.0386100386100386,32,1
73,3444,0.5135135135135135,31,1
73,6114,0.0077220077220077,34,1
73,6118,0.0308880308880308,35,1
74,308,0.01171875,82,1
74,1379,0.0078125,82,1
74,2241,0.0546875,58,1
74,2242,0.1875,87,1
74,2327,0.06640625,83,1
74,2662,0.0234375,64,1
74,5505,0.00390625,87,1
74,5535,0.2421875,86,1
74,5537,0.03515625,69,1
74,5540,0.21484375,70,1
74,5894,0.03515625,72,1
75,4395,-0.2304324028461959,86,1
75,5713,0.4285714285714285,86,1
75,5799,0.0158730158730158,28,1
75,5813,0.0936507936507936,30,1
76,134,0.09765625,78,1
76,574,0.234375,60,1
76,785,0.01953125,61,1
76,1991,0.05078125,76,1
76,3153,0.078125,73,1
76,3154,0.015625,60,1
76,3155,0.10546875,76,1
76,4013,0.02734375,71,1
76,5858,0.171875,86,1
76,5863,0.00390625,75,1
76,5865,0.00390625,63,1
78,140,0.0116731517509727,255,0
78,292,0.0155642023346303,265,0
78,357,0.0038910505836575,287,0
78,375,0.0116731517509727,257,0
78,399,0.0038910505836575,277,0
78,443,0.0311284046692607,293,0
78,457,0.0272373540856031,290,0
78,468,0.0077821011673151,270,0
78,471,0.0038910505836575,273,0
78,614,0.0038910505836575,246,0
78,687,0.0233463035019455,254,0
78,749,0.0038910505836575,295,0
78,751,0.0116731517509727,283,0
78,808,0.0311284046692607,309,0
78,809,0.0077821011673151,285,0
78,1323,0.0077821011673151,286,0
78,1330,0.0077821011673151,276,0
78,1332,0.0194552529182879,297,0
78,1486,0.0038910505836575,315,0
78,1558,0.0038910505836575,265,0
78,1703,0.0155642023346303,279,0
78,1713,0.0544747081712062,304,0
78,1716,0.0194552529182879,252,0
78,1881,0.0077821011673151,239,0
78,1943,0.0038910505836575,252,0
78,2001,0.0116731517509727,288,0
78,2002,0.0038910505836575,253,0
78,2409,0.0077821011673151,337,0
78,2454,0.0038910505836575,235,0
78,2456,0.0038910505836575,261,0
78,2499,0.0038910505836575,317,0
78,2500,0.0116731517509727,315,0
78,2636,0.0233463035019455,284,0
78,2637,0.0116731517509727,295,0
78,2638,0.0077821011673151,276,0
78,2639,0.0038910505836575,310,0
78,2694,0.0077821011673151,269,0
78,2695,0.0233463035019455,278,0
78,2696,0.0272373540856031,281,0
78,2738,0.0194552529182879,264,0
78,2740,0.0194552529182879,276,0
78,2743,0.0194552529182879,299,0
78,2750,0.0116731517509727,272,0
78,2751,0.0077821011673151,270,0
78,2752,0.0038910505836575,311,0
78,2753,0.0038910505836575,266,0
78,2892,0.0038910505836575,242,0
78,3329,0.0077821011673151,250,0
78,3331,0.0155642023346303,245,0
78,3626,0.0194552529182879,267,0
78,3628,0.0077821011673151,270,0
78,3630,0.0194552529182879,284,0
78,3632,0.0038910505836575,260,0
78,3643,0.0038910505836575,287,0
78,3864,0.0116731517509727,297,0
78,3865,0.0272373540856031,284,0
78,3867,0.0389105058365758,300,0
78,3868,0.0116731517509727,286,0
